Fiscal Year,Slicer,COVID FILTER,Data Slicer,Location,Offenses,Select Sheet,Stage Filter,AGE ,AGE1,All,Basic Race Sex Ethnicity,Category1,Circuit1,County   ,COVIDMONTHS,Date,Ethnic Group,Gender1,Offense1,Region,Stage,Stages1,Arrests,Arrests per 1000,Arrests/Youth,Arrests/Youth ,Youth,Youth per 1000,Youth Population,Youthpop
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,3/31/2020,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,10/3/2019,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,7/22/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,2,5/15/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,11/27/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,9/21/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,10,Polk,1,3/31/2020,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,10,Polk,2,4/1/2020,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,10,Polk,1,11/12/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,10,Polk,1,11/25/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,10,Polk,1,10/31/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,10,Polk,1,10/15/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,Black Female,Misdemeanor,10,Polk,1,10/14/2019,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,1/23/2020,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,7/20/2019,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,7/6/2019,Black,Female,Misdemeanor Drug,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,8/4/2019,Black,Female,Misdemeanor Drug,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,2,5/21/2020,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,12/8/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,1/27/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,12/16/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,10,Polk,1,11/4/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,10,Polk,1,9/4/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,10/31/2019,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,2,6/3/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,2,4/20/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,12/12/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,11/27/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,2,5/21/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,7/11/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,2,6/29/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,7/12/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,2,6/3/2020,Black,Female,Burglary,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,10,Polk,2,6/13/2020,Black,Female,Vandalism,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,2,4/6/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,12/3/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,3/13/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,2,6/11/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,3/2/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,1/28/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,7/11/2019,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Other,10,Polk,2,6/4/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Other,10,Polk,2,6/11/2020,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,11/27/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,11/7/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,1,9/24/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,1,3/10/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,10,Polk,1,12/12/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,10,Polk,1,9/27/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,10,Polk,1,10/21/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,2,4/17/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,12/16/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,2,5/22/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,11/12/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,7/30/2019,Black,Female,Aftercare Violation,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,10,Polk,1,10/10/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,10,Polk,1,8/27/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,Black Female,Felony,10,Polk,2,4/14/2020,Black,Female,Sexual Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,10,Polk,1,8/7/2019,Black,Female,Burglary,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,10,Polk,2,5/28/2020,Black,Female,Sexual Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,1,1/14/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,1,11/30/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,1,1/7/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,1,3/2/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,2,4/28/2020,Black,Female,Grand Larceny(excl auto),Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,2,5/13/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,1/9/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,12/11/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,9/26/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,8/29/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,8/15/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,1/13/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,1/7/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,2,4/29/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,3/30/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,1/16/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,3/23/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,2,6/2/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,2,5/19/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,10/29/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,10/9/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,2/18/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,2,6/1/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,2/21/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,9/26/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,9/20/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,3/3/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,1/28/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,10/24/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,8/14/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,2/20/2020,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Other,10,Polk,1,12/9/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,10,Polk,1,3/11/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,1,10/15/2019,Black,Female,Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,10,Polk,1,9/18/2019,Black,Female,Auto Theft,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Misdemeanor,10,Polk,1,1/22/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,12/1/2019,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,12/12/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,12/26/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,10,Polk,1,9/5/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,11/19/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,3/21/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,2,4/7/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,3/11/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Other,10,Polk,1,10/23/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Other,10,Polk,1,12/31/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,10/28/2019,Black,Female,Loitering Prowling,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,2,5/21/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,10/8/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,10/25/2019,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,2,5/18/2020,Black,Female,Trespassing,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,11/12/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
